Transaction_ID,Transaction_Date,Transaction_Time,Customer_ID,Customer_Name,Customer_Email,Customer_Age_Group,Customer_Gender,Customer_Type,Lifetime_Orders,Shipping_State,Shipping_State_Name,Shipping_City,Shipping_Zip,Product_SKU,Product_Name,Product_Category,Product_Brand,Product_Rating,Product_Reviews,Quantity,Original_Price,Discount_Percent,Unit_Price,Subtotal,Tax_Rate_Percent,Tax_Amount,Shipping_Cost,Total_Amount,Cost_Per_Unit,Total_Cost,Gross_Profit,Profit_Margin_Percent,Payment_Method,Payment_Status,Order_Status,Shipping_Method,Shipping_Carrier,Delivery_Days_Estimated,Delivery_Days_Actual,On_Time_Delivery,Device_Type,Browser,Operating_System,Traffic_Source,Campaign_Name,Coupon_Code,Is_Gift,Warehouse_Location,Return_Requested,Return_Reason,Customer_Rating,Review_Submitted,NPS_Score,Session_Duration_Seconds,Pages_Viewed,Cart_Abandonment_Count,Days_Since_Last_Purchase,Fiscal_Quarter,Fiscal_Year,Day_Of_Week,Is_Weekend,Hour_Of_Day
TXN-1000830,2023-11-20,09:52:39,C126853,Christopher Mitchell,cmitchell90@outlook.com,65+,Female,New,2,WA,Washington,Columbus,42748,SKU12347,Razer Blade 15,Computers,Razer,3.6,2359,3,2499.0,15,2124.15,6372.45,9.88,629.37,0.0,7001.82,1404.12,4212.36,2789.46,39.84,Mastercard,Completed,Delivered,Standard Shipping,Amazon Logistics,5,10,True,Tablet,Mobile App,macOS,Social Media,Bundle & Save,SAVE15,True,West Coast DC,False,,3.0,False,,750,19,1,64,Q4,2023,Monday,False,20
TXN-1000831,2023-06-19,20:01:00,C161862,Alexander Reyes,areyes16@hotmail.com,45-54,Male,VIP,8,MD,Maryland,Chicago,67565,SKU47201,All-Clad D5 Cookware Set,Home & Kitchen,All-Clad,4.0,4292,3,699.95,0,699.95,2099.85,6.42,134.89,0.0,2234.74,474.55,1423.65,811.09,36.29,Google Pay,Pending,Processing,2-Day Shipping,Amazon Logistics,6,2,True,Tablet,Chrome,iOS,Paid Search,,,True,Southern DC,False,,,True,2.0,1091,19,2,118,Q2,2023,Monday,False,13
TXN-1000832,2023-02-06,15:58:35,C767319,Edward Perez,edwardperez78@hotmail.com,65+,Other,New,45,AZ,Arizona,San Diego,50378,SKU58137,Coach Leather Tote,Fashion,Coach,4.2,2007,3,395.0,15,335.75,1007.25,9.15,92.19,0.0,1099.44,199.97,599.91,499.53,45.43,Mastercard,Refunded,Delivered,Standard Shipping,UPS,4,7,True,Tablet,Edge,macOS,Direct,End of Season Clearance,SAVE15,False,East Coast DC,False,,,False,7.0,550,17,0,11,Q1,2023,Monday,False,15
TXN-1000833,2023-04-16,14:37:37,C801810,Stephanie Mendoza,stephanie_mendoza1@yahoo.com,65+,Male,Returning,37,NJ,New Jersey,Philadelphia,50548,SKU31172,Ninja Foodi 14-in-1,Home & Kitchen,Ninja,3.7,685,1,229.99,5,218.49,218.49,5.48,11.98,0.0,230.47,139.18,139.18,91.29,39.61,Apple Pay,Pending,Returned,Next Day,USPS,4,9,True,Mobile,Firefox,macOS,Social Media,,SAVE5,False,East Coast DC,False,Changed Mind,,False,,65,7,2,45,Q2,2023,Sunday,True,13
TXN-1000834,2023-01-26,08:19:31,C277646,Jason Rivera,jasonr60@icloud.com,18-24,Male,Returning,7,OH,Ohio,Las Vegas,86089,SKU42654,Le Creuset Dutch Oven,Home & Kitchen,Le,3.7,1552,1,419.95,20,335.96,335.96,7.35,24.7,0.0,360.66,247.11,247.11,113.55,31.48,Google Pay,Completed,Returned,Standard Shipping,UPS,5,7,True,Tablet,Edge,iOS,Email,,SAVE20,False,Southern DC,False,,,True,,510,18,0,143,Q1,2023,Thursday,False,9
TXN-1000835,2023-09-12,11:59:48,C538857,Karen Lewis,klewis77@yahoo.com,65+,Other,New,24,SC,South Carolina,Jacksonville,45127,SKU46052,Breville Barista Express,Home & Kitchen,Breville,3.7,430,1,749.95,0,749.95,749.95,8.09,60.69,0.0,810.64,461.17,461.17,349.47,43.11,Apple Pay,Completed,Processing,2-Day Shipping,FedEx,4,3,True,Desktop,Edge,iOS,Referral,,,True,Central DC,False,,,False,,315,9,1,3,Q3,2023,Tuesday,False,13
TXN-1000836,2023-01-15,21:42:57,C663338,Anna Evans,anna.evans58@protonmail.com,65+,Male,New,27,IN,Indiana,Fort Worth,90771,SKU91887,Titleist Pro V1 Golf Balls,Sports & Outdoors,Titleist,3.9,2825,1,54.99,0,54.99,54.99,7.63,4.2,0.0,59.19,33.99,33.99,25.2,42.57,American Express,Completed,Shipped,Express Shipping,FedEx,6,3,True,Mobile,Edge,macOS,Email,Cyber Monday Special,,True,Southern DC,False,,,False,8.0,128,4,2,104,Q1,2023,Sunday,True,7
TXN-1000837,2023-06-11,20:45:36,C746050,Sarah Ortiz,sortiz22@yahoo.com,65+,Other,VIP,25,LA,Louisiana,Miami,90798,SKU89155,Patagonia Better Sweater,Fashion,Patagonia,3.8,3393,2,139.0,0,139.0,278.0,9.8,27.26,0.0,305.26,81.53,163.06,142.2,46.58,Klarna,Pending,Delivered,Express Shipping,Amazon Logistics,6,6,True,Tablet,Edge,Windows,Direct,Loyalty Rewards Event,,False,Southern DC,True,Not as Expected,,False,,1016,9,0,133,Q2,2023,Sunday,True,19
TXN-1000838,2023-03-21,21:00:54,C501792,Daniel Parker,daniel_parker83@gmail.com,18-24,Other,VIP,26,TN,Tennessee,San Jose,50756,SKU53246,Apple Watch Series 9,Electronics,Apple,4.1,2230,2,399.0,0,399.0,798.0,9.95,79.44,0.0,877.44,240.86,481.72,395.72,45.1,Apple Pay,Completed,Delivered,2-Day Shipping,USPS,3,7,True,Desktop,Mobile App,Windows,Email,Black Friday Deals,,True,East Coast DC,False,,5.0,False,,558,16,0,11,Q1,2023,Tuesday,False,22
TXN-1000839,2023-12-19,15:53:53,C807727,Daniel Nelson,danielnelson53@outlook.com,35-44,Male,Returning,29,MN,Minnesota,San Diego,77639,SKU85076,Adidas Ultraboost 23,Fashion,Adidas,4.8,572,3,190.0,10,171.0,513.0,7.68,39.38,0.0,552.38,113.03,339.09,213.29,38.61,Google Pay,Completed,Processing,Standard Shipping,Amazon Logistics,5,2,True,Mobile,Chrome,iOS,Paid Search,Cyber Monday Special,SAVE10,False,Central DC,False,,1.0,True,7.0,972,19,1,59,Q4,2023,Tuesday,False,6
TXN-1000840,2023-12-08,07:04:38,C167647,Nicole Reed,nreed91@hotmail.com,18-24,Male,Returning,7,MO,Missouri,Jacksonville,83379,SKU49364,Philips Hue Starter Kit,Home & Kitchen,Philips,4.4,4653,1,199.99,5,189.99,189.99,7.72,14.66,0.0,204.65,101.28,101.28,103.37,50.51,Visa,Pending,Delivered,Standard Shipping,USPS,6,5,True,Desktop,Mobile App,Windows,Direct,End of Season Clearance,SAVE5,False,Central DC,True,,,False,1.0,639,6,0,69,Q4,2023,Friday,False,15
TXN-1000841,2023-12-12,19:11:42,C524954,Christine Ruiz,cruiz68@icloud.com,55-64,Female,VIP,20,LA,Louisiana,San Antonio,34712,SKU22026,iRobot Roomba j9+,Home & Kitchen,iRobot,4.7,3546,1,899.0,0,899.0,899.0,5.31,47.74,0.0,946.74,579.34,579.34,367.4,38.81,American Express,Completed,Shipped,Free Shipping,Amazon Logistics,4,5,True,Desktop,Safari,macOS,Direct,,,False,West Coast DC,False,,3.0,False,,661,9,3,78,Q4,2023,Tuesday,False,6
TXN-1000842,2023-04-28,19:10:26,C719175,Jack Bennett,jackbennett42@icloud.com,65+,Male,Returning,19,VA,Virginia,Columbus,94709,SKU40407,Microsoft Surface Laptop 5,Computers,Microsoft,4.8,1347,3,999.0,20,799.2,2397.6,9.13,218.8,0.0,2616.4,679.17,2037.51,578.89,22.13,Google Pay,Pending,Processing,Next Day,USPS,2,9,True,Tablet,Firefox,iOS,Direct,Refer a Friend Bonus,SAVE20,False,Central DC,False,,,False,,526,11,0,178,Q2,2023,Friday,False,15
TXN-1000843,2023-10-02,09:04:19,C108630,Joshua Hernandez,jhernandez40@protonmail.com,45-54,Male,VIP,28,AZ,Arizona,Phoenix,17346,SKU73626,Samsung Galaxy S24 Ultra,Electronics,Samsung,4.5,967,3,1299.0,15,1104.15,3312.45,9.34,309.54,0.0,3621.99,677.57,2032.71,1589.28,43.88,Mastercard,Completed,Returned,Free Shipping,FedEx,4,5,True,Mobile,Chrome,macOS,Referral,Holiday Gift Guide,SAVE15,False,West Coast DC,False,Defective,,False,4.0,903,12,3,74,Q4,2023,Monday,False,20
TXN-1000844,2023-08-07,18:21:04,C876494,Linda Ramos,linda.ramos63@yahoo.com,25-34,Other,New,5,LA,Louisiana,Chicago,82114,SKU71109,Philips Hue Starter Kit,Home & Kitchen,Philips,3.5,1632,1,199.99,0,199.99,199.99,9.58,19.16,0.0,219.15,102.47,102.47,116.68,53.24,Mastercard,Completed,Delivered,Express Shipping,FedEx,4,6,False,Desktop,Mobile App,macOS,Email,,,True,Central DC,False,,,True,,588,10,2,38,Q3,2023,Monday,False,22
TXN-1000845,2023-11-01,09:02:21,C313743,Donald Thompson,donaldthompson84@protonmail.com,18-24,Male,New,44,FL,Florida,Atlanta,16580,SKU53082,All-Clad D5 Cookware Set,Home & Kitchen,All-Clad,3.6,1920,1,699.95,5,664.95,664.95,7.08,47.1,0.0,712.05,362.19,362.19,349.86,49.13,Google Pay,Completed,Delivered,Express Shipping,DHL,3,7,True,Desktop,Chrome,macOS,Referral,Spring Collection Launch,SAVE5,True,West Coast DC,True,,3.0,False,,1046,16,3,95,Q4,2023,Wednesday,False,10
TXN-1000846,2023-02-01,13:03:45,C950625,Ashley Myers,ashley_myers41@outlook.com,18-24,Male,New,10,PA,Pennsylvania,Austin,88381,SKU21535,Breville Barista Express,Home & Kitchen,Breville,3.8,823,2,749.95,0,749.95,1499.9,8.2,123.02,0.0,1622.92,435.36,870.72,752.2,46.35,Visa,Refunded,Shipped,Free Shipping,Amazon Logistics,5,10,True,Tablet,Edge,iOS,Referral,Spring Collection Launch,,False,Southern DC,True,Changed Mind,3.0,False,,1118,11,1,50,Q1,2023,Wednesday,False,13
TXN-1000847,2023-11-19,16:02:32,C477651,Anthony Patel,apatel26@icloud.com,55-64,Female,New,8,GA,Georgia,Boston,49249,SKU21104,"MacBook Pro 14"" M3 Pro",Computers,MacBook,4.1,4111,2,1999.0,0,1999.0,3998.0,8.97,358.62,0.0,4356.62,1067.88,2135.76,2220.86,50.98,Mastercard,Completed,Processing,2-Day Shipping,UPS,6,9,True,Tablet,Firefox,Windows,Organic Search,,,False,East Coast DC,False,,1.0,False,9.0,830,7,1,29,Q4,2023,Sunday,True,16
TXN-1000848,2023-02-03,22:53:50,C371039,Robert Campbell,robertc28@outlook.com,55-64,Male,VIP,36,CA,California,Seattle,54764,SKU81271,Apple Watch Series 9,Electronics,Apple,4.5,1227,2,399.0,10,359.1,718.2,6.53,46.88,0.0,765.08,276.62,553.24,211.84,27.69,Visa,Completed,Returned,Free Shipping,USPS,2,8,False,Tablet,Firefox,Windows,Direct,Spring Collection Launch,SAVE10,False,East Coast DC,False,,2.0,False,,352,4,3,6,Q1,2023,Friday,False,19
TXN-1000849,2023-10-22,21:57:59,C517084,Deborah Cruz,dcruz50@gmail.com,45-54,Male,VIP,36,PA,Pennsylvania,Philadelphia,38531,SKU19662,The North Face Puffer,Fashion,The,4.5,3774,2,229.0,15,194.65,389.3,7.79,30.35,0.0,419.65,126.12,252.24,167.41,39.89,PayPal,Completed,Processing,Express Shipping,Amazon Logistics,2,2,True,Mobile,Firefox,Windows,Paid Search,,SAVE15,False,West Coast DC,False,,2.0,False,9.0,385,5,1,155,Q4,2023,Sunday,True,13
TXN-1000850,2023-07-05,09:37:31,C454472,Brandon Young,byoung83@yahoo.com,18-24,Other,Returning,50,IL,Illinois,Fort Worth,38961,SKU26019,Garmin Fenix 7,Sports & Outdoors,Garmin,4.9,547,1,699.99,0,699.99,699.99,7.67,53.7,0.0,753.69,457.01,457.01,296.68,39.36,Klarna,Completed,Returned,Standard Shipping,Amazon Logistics,7,6,True,Desktop,Mobile App,Windows,Referral,Tech Week Promotion,,False,Central DC,False,,1.0,True,5.0,743,7,3,70,Q3,2023,Wednesday,False,16
TXN-1000851,2023-06-18,19:31:02,C398332,Jeffrey Mitchell,jeffreym22@yahoo.com,18-24,Other,VIP,3,MN,Minnesota,Seattle,96147,SKU89743,Ninja Foodi 14-in-1,Home & Kitchen,Ninja,4.4,1080,3,229.99,20,183.99,551.97,7.38,40.71,0.0,592.68,150.91,452.73,139.95,23.61,Klarna,Pending,Shipped,2-Day Shipping,UPS,6,2,True,Tablet,Mobile App,macOS,Direct,Anniversary Sale,SAVE20,True,East Coast DC,True,,4.0,True,,830,14,3,39,Q2,2023,Sunday,True,6
TXN-1000852,2023-09-28,15:50:21,C376445,Alexander Bailey,alexander.bailey13@outlook.com,35-44,Male,Returning,49,MN,Minnesota,Nashville,77961,SKU20557,New Balance 990v6,Fashion,New,4.3,1851,2,199.99,0,199.99,399.98,7.14,28.54,0.0,428.52,116.34,232.68,195.84,45.7,Visa,Completed,Cancelled,Free Shipping,FedEx,4,9,True,Mobile,Safari,macOS,Social Media,,,False,East Coast DC,False,,4.0,False,9.0,435,19,1,38,Q3,2023,Thursday,False,14
TXN-1000853,2023-03-03,21:20:28,C770838,Jonathan Scott,jonathanscott43@gmail.com,35-44,Other,VIP,37,MI,Michigan,Seattle,86044,SKU69000,ASUS ROG Zephyrus G14,Computers,ASUS,3.9,3490,1,1599.0,0,1599.0,1599.0,6.43,102.88,0.0,1701.88,1087.35,1087.35,614.53,36.11,Klarna,Completed,Delivered,Express Shipping,Amazon Logistics,6,10,True,Desktop,Edge,macOS,Paid Search,,,True,East Coast DC,False,,,False,,360,16,1,12,Q1,2023,Friday,False,23
TXN-1000854,2023-08-18,19:03:54,C809477,Emily Price,emily.price97@gmail.com,55-64,Female,New,43,MO,Missouri,San Antonio,27807,SKU28502,Peloton Bike+,Sports & Outdoors,Peloton,4.9,4606,3,2495.0,15,2120.75,6362.25,7.95,505.94,0.0,6868.19,1389.84,4169.52,2698.67,39.29,PayPal,Refunded,Delivered,Next Day,DHL,5,9,True,Tablet,Firefox,Android,Direct,Back to School,SAVE15,False,West Coast DC,False,,,False,,1013,3,1,104,Q3,2023,Friday,False,11
TXN-1000855,2023-10-21,15:27:27,C825869,Karen Martinez,karenm78@gmail.com,18-24,Female,VIP,42,MI,Michigan,Fort Worth,19824,SKU37902,Sony PlayStation 5,Electronics,Sony,4.4,2590,3,499.0,15,424.15,1272.45,7.04,89.54,0.0,1361.99,294.46,883.38,478.61,35.14,Klarna,Completed,Returned,2-Day Shipping,USPS,6,8,False,Tablet,Safari,Windows,Email,Black Friday Deals,SAVE15,False,Southern DC,False,,2.0,False,,450,8,1,56,Q4,2023,Saturday,True,15
TXN-1000856,2023-11-24,17:01:17,C405846,Maria Edwards,maria.edwards20@outlook.com,45-54,Female,New,43,GA,Georgia,Phoenix,54004,SKU97217,Apple Watch Series 9,Electronics,Apple,4.8,3960,2,399.0,5,379.05,758.1,9.99,75.76,0.0,833.86,225.81,451.62,382.24,45.84,Google Pay,Pending,Returned,Free Shipping,USPS,4,2,True,Mobile,Chrome,Windows,Referral,,SAVE5,True,East Coast DC,True,Defective,,False,,1169,14,1,28,Q4,2023,Friday,False,6
TXN-1000857,2023-08-18,20:29:00,C965019,Paul Mendoza,paul_mendoza31@yahoo.com,65+,Female,Returning,22,AL,Alabama,Atlanta,74514,SKU63222,Oakley Holbrook,Fashion,Oakley,3.8,2105,2,177.0,0,177.0,354.0,6.81,24.12,0.0,378.12,113.11,226.22,151.9,40.17,Visa,Refunded,Delivered,Free Shipping,UPS,7,5,True,Desktop,Firefox,Windows,Social Media,Back to School,,True,Central DC,False,,3.0,True,2.0,890,17,3,92,Q3,2023,Friday,False,6
TXN-1000858,2023-06-08,15:04:05,C674678,Dorothy Phillips,dphillips12@hotmail.com,65+,Male,New,45,FL,Florida,San Francisco,21632,SKU53962,Le Creuset Dutch Oven,Home & Kitchen,Le,3.7,3411,2,419.95,15,356.96,713.92,6.45,46.04,0.0,759.96,238.72,477.44,282.52,37.18,Google Pay,Refunded,Delivered,Next Day,USPS,6,3,False,Tablet,Firefox,Windows,Paid Search,,SAVE15,False,Central DC,True,,,True,4.0,188,11,3,94,Q2,2023,Thursday,False,19
TXN-1000859,2023-09-22,15:29:31,C832219,Daniel Martin,danielm78@hotmail.com,55-64,Female,New,42,GA,Georgia,Chicago,82783,SKU39485,Coach Leather Tote,Fashion,Coach,3.5,3215,1,395.0,5,375.25,375.25,7.64,28.68,0.0,403.93,260.87,260.87,143.06,35.42,PayPal,Pending,Delivered,Standard Shipping,DHL,7,5,False,Mobile,Mobile App,iOS,Social Media,Black Friday Deals,SAVE5,False,Central DC,False,,4.0,True,4.0,852,3,1,20,Q3,2023,Friday,False,7
TXN-1000860,2023-09-02,12:42:37,C449184,Sharon Bailey,sharon_bailey87@outlook.com,35-44,Other,New,49,PA,Pennsylvania,San Diego,19765,SKU82697,Ninja Foodi 14-in-1,Home & Kitchen,Ninja,4.7,3503,3,229.99,5,218.49,655.47,9.99,65.49,0.0,720.96,145.06,435.18,285.78,39.64,Google Pay,Completed,Delivered,Free Shipping,FedEx,5,7,True,Mobile,Firefox,macOS,Email,Holiday Gift Guide,SAVE5,False,Southern DC,False,,,True,1.0,1050,15,1,118,Q3,2023,Saturday,True,22
TXN-1000861,2023-09-09,22:27:33,C315886,Linda Davis,linda_davis9@icloud.com,18-24,Male,VIP,5,MD,Maryland,Miami,93457,SKU28085,Philips Hue Starter Kit,Home & Kitchen,Philips,4.3,3892,3,199.99,10,179.99,539.97,5.02,27.13,0.0,567.1,132.54,397.62,169.48,29.89,Visa,Refunded,Shipped,Free Shipping,USPS,4,3,True,Tablet,Firefox,Android,Organic Search,,SAVE10,True,East Coast DC,False,,1.0,False,,827,3,1,46,Q3,2023,Saturday,True,21
TXN-1000862,2023-05-13,15:40:24,C904373,Jerry Price,jprice7@protonmail.com,25-34,Other,Returning,9,NC,North Carolina,Boston,80019,SKU45302,Bowflex SelectTech 552,Sports & Outdoors,Bowflex,4.5,2861,3,429.0,10,386.1,1158.3,6.0,69.48,0.0,1227.78,221.37,664.11,563.67,45.91,Klarna,Completed,Cancelled,2-Day Shipping,USPS,4,6,True,Mobile,Firefox,iOS,Email,New Year Clearance,SAVE10,True,Southern DC,False,,,True,10.0,953,20,1,35,Q2,2023,Saturday,True,9
TXN-1000863,2023-02-10,12:01:26,C945584,Patricia Martinez,patriciam26@outlook.com,55-64,Female,Returning,27,NJ,New Jersey,Boston,86073,SKU58147,Apple Mac Studio,Computers,Apple,4.9,1465,2,1999.0,15,1699.15,3398.3,7.89,268.02,0.0,3666.32,1308.74,2617.48,1048.84,28.61,Mastercard,Completed,Cancelled,Next Day,Amazon Logistics,2,2,True,Desktop,Firefox,macOS,Organic Search,Refer a Friend Bonus,SAVE15,False,East Coast DC,True,,3.0,False,,432,12,2,69,Q1,2023,Friday,False,9
TXN-1000864,2023-08-04,15:12:08,C289851,Dorothy Kim,dkim59@yahoo.com,45-54,Other,VIP,40,MI,Michigan,Phoenix,77313,SKU30653,Philips Hue Starter Kit,Home & Kitchen,Philips,3.5,2781,1,199.99,20,159.99,159.99,6.24,9.98,0.0,169.97,101.3,101.3,68.67,40.4,Visa,Pending,Processing,2-Day Shipping,UPS,2,4,True,Desktop,Safari,Windows,Paid Search,Holiday Gift Guide,SAVE20,False,West Coast DC,True,,,True,,581,12,0,41,Q3,2023,Friday,False,7
TXN-1000865,2023-10-27,13:46:37,C987354,Anthony Howard,anthony.howard99@yahoo.com,55-64,Other,New,15,WA,Washington,Columbus,65873,SKU92299,GoPro Hero 12 Black,Electronics,GoPro,3.9,3637,1,399.0,0,399.0,399.0,7.58,30.23,0.0,429.23,226.93,226.93,202.3,47.13,Klarna,Completed,Delivered,Next Day,FedEx,6,3,True,Tablet,Edge,macOS,Email,Early Bird Special,,False,Central DC,False,,,True,,321,4,0,36,Q4,2023,Friday,False,7
TXN-1000866,2023-05-09,10:13:49,C479106,Stephanie Allen,stephanieallen60@yahoo.com,65+,Male,Returning,44,IN,Indiana,Phoenix,80500,SKU26194,Michael Kors Crossbody,Fashion,Michael,3.6,772,1,298.0,0,298.0,298.0,7.5,22.35,0.0,320.35,168.53,168.53,151.82,47.39,Apple Pay,Pending,Cancelled,Express Shipping,Amazon Logistics,4,10,True,Mobile,Firefox,iOS,Direct,Cyber Monday Special,,True,Southern DC,False,,5.0,False,,763,9,1,63,Q2,2023,Tuesday,False,13
TXN-1000867,2023-12-29,15:06:37,C639130,Timothy Murphy,tmurphy34@icloud.com,25-34,Male,New,40,AL,Alabama,Columbus,68465,SKU17402,Dyson Purifier Hot+Cool,Home & Kitchen,Dyson,4.6,178,1,569.99,5,541.49,541.49,9.64,52.2,0.0,593.69,370.03,370.03,223.66,37.67,PayPal,Refunded,Processing,Standard Shipping,UPS,5,7,False,Desktop,Edge,Windows,Direct,End of Season Clearance,SAVE5,True,Central DC,False,,3.0,False,,197,8,1,78,Q4,2023,Friday,False,13
TXN-1000868,2023-08-31,13:59:05,C293405,Robert Perez,robert.perez67@yahoo.com,45-54,Other,VIP,44,IL,Illinois,San Francisco,64328,SKU10699,Titleist Pro V1 Golf Balls,Sports & Outdoors,Titleist,4.9,4177,2,54.99,0,54.99,109.98,8.89,9.78,0.0,119.76,31.22,62.44,57.32,47.86,Google Pay,Refunded,Delivered,Express Shipping,Amazon Logistics,7,5,True,Tablet,Firefox,iOS,Social Media,,,False,East Coast DC,False,,1.0,False,4.0,109,15,2,101,Q3,2023,Thursday,False,20
TXN-1000869,2023-07-31,15:47:03,C429188,Nancy Young,nancy.young66@protonmail.com,35-44,Female,VIP,22,MO,Missouri,Las Vegas,30605,SKU29248,Ninja Foodi 14-in-1,Home & Kitchen,Ninja,4.7,1372,3,229.99,0,229.99,689.97,5.8,39.99,0.0,729.96,160.44,481.32,248.64,34.06,Mastercard,Pending,Processing,Next Day,USPS,2,10,False,Tablet,Mobile App,Android,Organic Search,Early Bird Special,,False,East Coast DC,False,,1.0,False,,613,10,1,40,Q3,2023,Monday,False,16
TXN-1000870,2023-01-28,23:32:19,C344007,Jack Richardson,jrichardson48@outlook.com,65+,Male,VIP,37,AZ,Arizona,Columbus,23809,SKU78754,Theragun Pro,Sports & Outdoors,Theragun,4.4,4446,3,599.0,20,479.2,1437.6,8.77,126.14,0.0,1563.74,394.44,1183.32,380.42,24.33,Google Pay,Completed,Processing,Free Shipping,Amazon Logistics,2,2,False,Desktop,Mobile App,iOS,Direct,Black Friday Deals,SAVE20,False,Central DC,False,,,False,1.0,863,13,0,114,Q1,2023,Saturday,True,14
TXN-1000871,2023-12-18,14:03:01,C175085,Catherine Edwards,catherine_edwards40@outlook.com,65+,Other,Returning,21,OH,Ohio,New York,18711,SKU60943,New Balance 990v6,Fashion,New,4.5,530,3,199.99,0,199.99,599.97,7.49,44.96,0.0,644.93,134.87,404.61,240.32,37.26,Klarna,Completed,Shipped,2-Day Shipping,DHL,3,7,True,Mobile,Firefox,macOS,Paid Search,,,True,West Coast DC,False,,5.0,False,,515,20,2,174,Q4,2023,Monday,False,16
TXN-1000872,2023-04-23,20:33:27,C443456,Deborah Cook,deborahcook15@hotmail.com,65+,Female,New,17,WA,Washington,San Francisco,60178,SKU90419,Acer Swift Go 14,Computers,Acer,3.9,2761,2,849.0,15,721.65,1443.3,8.03,115.97,0.0,1559.27,589.21,1178.42,380.85,24.42,Visa,Completed,Delivered,Standard Shipping,USPS,5,2,True,Desktop,Firefox,Android,Direct,Summer Sale 2024,SAVE15,False,East Coast DC,False,,1.0,False,,1137,18,1,94,Q2,2023,Sunday,True,23
TXN-1000873,2023-10-20,14:41:19,C901138,Christopher Martinez,christopher_martinez62@outlook.com,18-24,Male,Returning,32,AL,Alabama,San Francisco,58844,SKU63374,DJI Mini 4 Pro,Electronics,DJI,4.9,3094,3,759.0,0,759.0,2277.0,9.55,217.41,0.0,2494.41,442.42,1327.26,1167.15,46.79,Visa,Completed,Returned,2-Day Shipping,FedEx,2,8,True,Mobile,Edge,iOS,Organic Search,,,False,Central DC,False,,,False,0.0,668,19,3,34,Q4,2023,Friday,False,17
TXN-1000874,2023-07-31,08:47:00,C475644,Daniel Lee,daniel.lee44@protonmail.com,25-34,Other,Returning,46,VA,Virginia,Portland,55174,SKU18877,Ninja Foodi 14-in-1,Home & Kitchen,Ninja,3.9,3915,1,229.99,0,229.99,229.99,7.47,17.18,0.0,247.17,152.89,152.89,94.28,38.14,American Express,Completed,Cancelled,Express Shipping,UPS,4,8,True,Tablet,Mobile App,Windows,Paid Search,Flash Sale Friday,,False,Southern DC,False,,3.0,True,,888,11,1,111,Q3,2023,Monday,False,13
TXN-1000875,2023-08-15,06:51:29,C685549,Jacob Morgan,jacobm52@icloud.com,18-24,Male,VIP,6,MA,Massachusetts,New York,80807,SKU87147,Instant Pot Pro Plus,Home & Kitchen,Instant,4.5,978,1,169.99,0,169.99,169.99,7.37,12.52,0.0,182.51,113.1,113.1,69.41,38.03,American Express,Completed,Processing,2-Day Shipping,DHL,7,6,False,Mobile,Firefox,Android,Organic Search,Summer Sale 2024,,False,West Coast DC,False,Defective,,True,4.0,1160,17,1,137,Q3,2023,Tuesday,False,23
TXN-1000876,2023-10-15,18:04:38,C695571,James Jones,james_jones45@gmail.com,55-64,Female,New,1,OH,Ohio,Boston,79708,SKU50838,YETI Tundra 45 Cooler,Sports & Outdoors,YETI,4.7,1617,3,325.0,5,308.75,926.25,5.13,47.55,0.0,973.8,173.57,520.71,453.09,46.53,PayPal,Pending,Delivered,2-Day Shipping,USPS,2,10,False,Mobile,Firefox,Android,Email,,SAVE5,False,West Coast DC,False,,2.0,False,8.0,339,11,3,98,Q4,2023,Sunday,True,16
TXN-1000877,2023-04-13,08:14:48,C115911,Deborah Patel,deborahp14@hotmail.com,18-24,Other,VIP,28,CA,California,Miami,57385,SKU98424,Apple Mac Studio,Computers,Apple,3.5,3710,1,1999.0,0,1999.0,1999.0,6.92,138.33,0.0,2137.33,1335.01,1335.01,802.32,37.54,Apple Pay,Completed,Delivered,Next Day,FedEx,3,8,True,Desktop,Edge,iOS,Social Media,,,False,West Coast DC,False,,3.0,True,,874,15,1,62,Q2,2023,Thursday,False,9
TXN-1000878,2023-05-10,14:43:28,C510584,Carolyn Watson,carolyn_watson66@icloud.com,35-44,Female,Returning,29,WI,Wisconsin,Austin,31839,SKU63036,Breville Barista Express,Home & Kitchen,Breville,4.8,3980,1,749.95,0,749.95,749.95,7.55,56.65,0.0,806.6,498.97,498.97,307.63,38.14,Visa,Completed,Shipped,Next Day,FedEx,6,10,False,Desktop,Edge,Windows,Email,Bundle & Save,,False,Southern DC,False,,,False,2.0,1108,13,0,63,Q2,2023,Wednesday,False,17
TXN-1000879,2023-07-01,23:45:03,C249011,Scott Robinson,scottr51@hotmail.com,25-34,Other,VIP,7,NJ,New Jersey,Columbus,81885,SKU19629,Oakley Holbrook,Fashion,Oakley,4.9,4727,3,177.0,0,177.0,531.0,7.58,40.25,0.0,571.25,119.89,359.67,211.58,37.04,Mastercard,Completed,Processing,Next Day,FedEx,2,9,False,Desktop,Chrome,macOS,Direct,Loyalty Rewards Event,,False,East Coast DC,False,,,False,8.0,1086,20,1,18,Q3,2023,Saturday,True,12
